Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal,reading_order_position
Παῦλος,Paul,N-NMS,G3972,1 Thessalonians 1,1,6
καὶ,and,Conj,G2532,1 Thessalonians 1,2,6
Σιλουανὸς,Silvanus,N-NMS,G4610,1 Thessalonians 1,3,6
Τιμόθεος,Timothy,N-NMS,G5095,1 Thessalonians 1,4,6
Τῇ,To the,Art-DFS,G3588,1 Thessalonians 1,5,6
ἐκκλησίᾳ,church,N-DFS,G1577,1 Thessalonians 1,6,6
Θεσσαλονικέων,of the Thessalonians,N-GMP,G2331,1 Thessalonians 1,7,6
ἐν,in,Prep,G1722,1 Thessalonians 1,8,6
Θεῷ,God,N-DMS,G2316,1 Thessalonians 1,9,6
Πατρὶ,the Father,N-DMS,G3962,1 Thessalonians 1,10,6
Κυρίῳ,the Lord,N-DMS,G2962,1 Thessalonians 1,11,6
Ἰησοῦ,Jesus,N-DMS,G2424,1 Thessalonians 1,12,6
Χριστῷ,Christ,N-DMS,G5547,1 Thessalonians 1,13,6
Χάρις,Grace,N-NFS,G5485,1 Thessalonians 1,14,6
ὑμῖν,to you,PPro-D2P,G4771,1 Thessalonians 1,15,6
εἰρήνη,peace,N-NFS,G1515,1 Thessalonians 1,16,6
ἀπὸ,from,Prep,G575,1 Thessalonians 1,17,6
θεοῦ,God,N-GMS,G2316,1 Thessalonians 1,18,6
πατρὸς,Father,N-GMS,G3962,1 Thessalonians 1,19,6
ἡμῶν,our,PPro-G1P,G1473,1 Thessalonians 1,20,6
κυρίου,the Lord,N-GMS,G2962,1 Thessalonians 1,21,6
Ἰησοῦ,Jesus,N-GMS,G2424,1 Thessalonians 1,22,6
χριστοῦ,Christ,N-GMS,G5547,1 Thessalonians 1,23,6
Εὐχαριστοῦμεν,We give thanks,V-PIA-1P,G2168,1 Thessalonians 1,24,6
τῷ,to,Art-DMS,G3588,1 Thessalonians 1,25,6
πάντοτε,always,Adv,G3842,1 Thessalonians 1,26,6
περὶ,concerning,Prep,G4012,1 Thessalonians 1,27,6
πάντων,all,Adj-GMP,G3956,1 Thessalonians 1,28,6
ὑμῶν,of you,PPro-G2P,G4771,1 Thessalonians 1,29,6
μνείαν,mention,N-AFS,G3417,1 Thessalonians 1,30,6
ποιούμενοι,making,V-PPM-NMP,G4160,1 Thessalonians 1,31,6
ἐπὶ,in,Prep,G1909,1 Thessalonians 1,32,6
τῶν,the,Art-GFP,G3588,1 Thessalonians 1,33,6
προσευχῶν,prayers,N-GFP,G4335,1 Thessalonians 1,34,6
