Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal,reading_order_position
Παῦλος,Paul,N-NMS,G3972,2 Corinthians 1,1,20
ἀπόστολος,apostle,N-NMS,G652,2 Corinthians 1,2,20
Χριστοῦ,of Christ,N-GMS,G5547,2 Corinthians 1,3,20
Ἰησοῦ,Jesus,N-GMS,G2424,2 Corinthians 1,4,20
διὰ,by,Prep,G1223,2 Corinthians 1,5,20
θελήματος,the will,N-GNS,G2307,2 Corinthians 1,6,20
Θεοῦ,of God,N-GMS,G2316,2 Corinthians 1,7,20
καὶ,and,Conj,G2532,2 Corinthians 1,8,20
Τιμόθεος,Timothy,N-NMS,G5095,2 Corinthians 1,9,20
ὁ,the,Art-NMS,G3588,2 Corinthians 1,10,20
ἀδελφὸς,brother,N-NMS,G80,2 Corinthians 1,11,20
Τῇ,To the,Art-DFS,G3588,2 Corinthians 1,12,20
ἐκκλησίᾳ,church,N-DFS,G1577,2 Corinthians 1,13,20
τοῦ,-,Art-GMS,G3588,2 Corinthians 1,14,20
τῇ,-,Art-DFS,G3588,2 Corinthians 1,15,20
οὔσῃ,being,V-PPA-DFS,G1510,2 Corinthians 1,16,20
ἐν,in,Prep,G1722,2 Corinthians 1,17,20
Κορίνθῳ,Corinth,N-DFS,G2882,2 Corinthians 1,18,20
σὺν,with,Prep,G4862,2 Corinthians 1,19,20
τοῖς,the,Art-DMP,G3588,2 Corinthians 1,20,20
ἁγίοις,saints,Adj-DMP,G40,2 Corinthians 1,21,20
πᾶσιν,all,Adj-DMP,G3956,2 Corinthians 1,22,20
οὖσιν,being,V-PPA-DMP,G1510,2 Corinthians 1,23,20
ὅλῃ,all,Adj-DFS,G3650,2 Corinthians 1,24,20
Ἀχαΐᾳ,Achaia,N-DFS,G882,2 Corinthians 1,25,20
Χάρις,Grace,N-NFS,G5485,2 Corinthians 1,26,20
ὑμῖν,to you,PPro-D2P,G4771,2 Corinthians 1,27,20
εἰρήνη,peace,N-NFS,G1515,2 Corinthians 1,28,20
ἀπὸ,from,Prep,G575,2 Corinthians 1,29,20
Πατρὸς,the Father,N-GMS,G3962,2 Corinthians 1,30,20
ἡμῶν,of us,PPro-G1P,G1473,2 Corinthians 1,31,20
Κυρίου,the Lord,N-GMS,G2962,2 Corinthians 1,32,20
Εὐλογητὸς,Blessed be,Adj-NMS,G2128,2 Corinthians 1,33,20
Θεὸς,God,N-NMS,G2316,2 Corinthians 1,34,20
Πατὴρ,Father,N-NMS,G3962,2 Corinthians 1,35,20
τῶν,-,Art-GMP,G3588,2 Corinthians 1,36,20
